temperature,humidite_sol,besoin_eau
26.236203565420873,65.85293712157961,7.323894001852425
43.52142919229749,52.88770930752963,16.831029815413068
36.95981825434215,34.76220930290622,17.831485441155618
32.959754525911094,75.10360157655589,8.16318149505326
19.680559213273096,64.77849380431034,4.9165249244471685
19.67983561008608,23.009355147591304,13.27006321451617
16.742508365045985,82.8741747595074,0.12216839411691538
40.98528437324806,75.80297943385352,11.233517862528517
33.03345035229626,85.98399306335392,6.01658152824772
36.242177333881365,68.0575606710688,10.885358799338785
15.617534828874074,59.07321567486319,4.432370796576991
44.097295564859834,43.45944290324951,18.947029645294034
39.97327922401266,84.61827866832107,9.065655955940848
21.370173320348286,79.28511116003267,2.6910470961327793
20.454749016213018,13.617493608495153,15.458400884786178
20.502135295603015,12.10935795978016,15.778982526285175
24.127267288786133,40.117069350243966,11.62749304546566
30.742692948967136,74.84426646254663,7.328223887077529
27.958350559263472,88.98209034519556,3.3869221546662764
23.736874205941255,22.033351288282255,15.088079424720052
33.35558684167138,57.53045722817081,11.836143291034391
19.184815819561255,40.47126853048172,9.579672621728157
23.764339456056547,87.59315182516826,1.987105417388964
25.99085529881075,77.36951385085669,4.9224393493529615
28.682099526511077,77.06629637689103,6.059580535226225
38.55527884179041,47.49545278359762,15.923020979996641
20.99021346475079,43.185560187013216,9.758973348497674
30.42703315240835,31.8725657544565,15.79630011007204
32.772437065861276,14.51003973207417,20.206966879929677
16.393512381599933,79.17779010040425,0.7218469325591226
33.226345557043146,75.03208073040621,8.284122076736017
20.115723710618745,89.97741386289044,0.05080671166940931
16.951547789558386,89.73094696591244,0.0
43.466566117599996,54.434536448210196,16.49971915739796
43.96896099223678,71.51899321444084,13.283785754006544
39.25192044349383,85.58125839059424,8.584516499278683
24.13841307520112,77.97179125419292,4.0610069792418635
17.930163420191516,29.78784813945581,11.214495740185445
35.52699079536471,46.04353082480748,15.002090153184389
28.20457481218804,20.3327532121196,17.2152792824513
18.661147045343366,86.32408218069779,0.19964238199778883
29.855307303338105,58.493970756070404,10.243328770121161
16.031655633456552,28.29142444027702,10.754377365327215
42.27961206236346,63.73605475246854,14.164633874451678
22.763399448000506,59.450259236631666,7.21530793187387
34.875668530619464,38.65301744262724,16.219663923722337
24.35133228268233,19.08460737597032,15.923611437878868
30.602040635334326,63.72585564742397,9.495645124648936
31.40130838029839,51.62461607230347,12.235600137658661
20.545633665765813,71.78547133885115,3.861159198536095
44.08753883293676,51.61308008895947,17.31239951538281
38.253984700833435,78.1745200254832,9.666689875236733
43.18496824692568,54.152547101958845,16.443477878378502
41.844820512829465,54.8750377228309,15.762920660565605
32.93699936433255,80.1322882126676,7.148342103199498
42.6562270506935,42.27862929699177,18.606764960879048
17.654775061557586,20.72121827605126,12.917666369412782
20.879485872574357,12.302614105067118,15.89127152801632
16.35681866731614,70.41098045388952,2.460531376148551
24.759909922897933,59.624764108277176,7.979011147503737
26.660318690684463,66.32638144793788,7.39885118668621
23.140470953216877,27.037132920712857,13.84876179714418
39.86212527455788,20.90971804694158,21.762906500434838
25.70259980080768,11.163573253430554,18.048325269636962
23.428035290621423,38.04700470452776,11.761813175343018
31.280882494747456,57.193414948370645,11.073670008224854
19.22772674924288,41.379523607978584,9.415185978101436
39.06590942262119,44.99799376189833,16.62676501666881
17.236519310393124,82.33269555949987,0.42806861225727744
44.60660809801552,37.86043736186403,20.2705557668334
38.16734307889972,51.119159132784866,15.043105405002914
20.961470446025174,72.69224101929144,3.8461399745517806
15.165663513708072,41.72342258570161,7.721580888342906
39.463842853645026,59.76693601822988,13.832149937812035
36.205720315428515,78.98909669973962,8.684468786223482
36.87021504122962,85.96164989261138,7.555756037969571
